索引,类型,职位名称,公司名称,城市,薪资,工作经验,学历要求,URL
213,职位详情,php全栈工程师,杭州中谷纵观商贸发展,杭州,15-30K,1-3年,大专,https://www.zhipin.com/job_detail/24a0ff9c0b09677803R_3t-7F1NY.html?securityId=YnMgrgZQDWvZq-u17o39GSRGjjHSXIgvUONj3ii-ZL8vQzLaU4cOoH0q6AsW7JUN6Qxb2DoahG22xlNwufGo1eliIKzR8oNnCTjdoPfZZZQKxwWT_GEGOS5Ex0BJUQyngsPRqB-9vMFKqA~~&ka=search-list-1yGQl9q2wIO.search.214
214,职位详情,php全栈开发工程师,美弧科技,杭州,8-13K,1-3年,本科,https://www.zhipin.com/job_detail/c07343c4b2e0c7ad03d82ty5EFFV.html?securityId=JxpmhnDvfA4Zr-u1HxtVdIX2RGRvMI5f2R-Z6XRySHJ9GQmsC1vAx7ZlR1DCYUMtbzwhYKhaWuBHbvVcU98clPlGjSV2P4DUHIFRoQcjNlPW3d_kd7-zyTRjwMRwjlGPN21I89eFSzdO&ka=search-list-1yGQl9q2wIO.search.215
215,职位详情,全栈-杭州、长期出差北上广深+差补,恒生电子,杭州,15-30K,5-10年,本科,https://www.zhipin.com/job_detail/c585c1fc10ea65e403dz3dm8GVRZ.html?securityId=fpvRisLD0gUmd-v1PaL51Xu1eU-QhAlCLZZOF0sdVr2qm0WPDWLh27dXb4sStMro-Pcm0DcKj5F670wpmHRg3QfLxNx20opPuoR6pNh6ZrN49aquAJCklxwphLuYUXcJ2M-hAJcwdA~~&ka=search-list-1yGQl9q2wIO.search.216
216,职位详情,AI开发全栈工程师,变则通,杭州,10-15K,3-5年,本科,https://www.zhipin.com/job_detail/d6717300a8ef0ece03Ry3d6-EVdU.html?securityId=YzAIND6fZtuaU-j1lEa5aPi5jT-nISj8inuxo0tux8KhUjpZ5UJZeY8HTbdV1Gv6ldQVuYjCiFSHXBKLxwGP5t0TvJdhHY3KBGYaVDL55Bi9QxSpo8F8lyXL8KmCgf5MxtikUTr0HCnGfw~~&ka=search-list-1yGQl9q2wIO.search.217
217,职位详情,java全栈开发工程师,航天宏图,杭州,20-28K,5-10年,本科,https://www.zhipin.com/job_detail/4f4e95a2252d1b1f1HV92tS4EVdT.html?securityId=3Ne67TqaQy6n2-u1zBe7uj9vwRXAWJl_C3_uIdrLZletiK4c-1LLLLVIP0FBys4pgeWGRVDEf5ciyMCB1Bwg0NvYSalcd2ozbALCxGBadt_HSgrdd8l3q_NO1ZO4gBKGPPHthFoPMB8~&ka=search-list-1yGQl9q2wIO.search.218
218,职位详情,全栈开发工程师,协同智联,杭州,10-15K,5-10年,本科,https://www.zhipin.com/job_detail/3dda8b4fdea3603b1Hx73NW9E1ZQ.html?securityId=3Kx1GpJyxmBtw-_1vn-uKYtm5iY3-u9Kh6nRUmRO2bGNqoLQl0ZCNK1yfmz6BNaYC3rLxHLnZNlnwbsgQ4lTDYCs4ZyvI9FKUZL5MsJ5HMJGMoHmaZZR5LJ8dy0ztTaY8ygNObh-GWU~&ka=search-list-1yGQl9q2wIO.search.219
219,职位详情,高级全栈开发工程师,艾铂特,杭州,12-24K,3-5年,本科,https://www.zhipin.com/job_detail/ced62211610dbe7c1HF63N25ElBT.html?securityId=1Gi9VzM2QvdtG-Y1rmbec6GZLOdc6bnjakY7lpoATRPkyO6Fr4IsKKzltdkCwkWie8DMkT3wyULPepAL8oWiMxAFImHOeQbgxa6a5JVriSWxtCCvL4J3GWGaIXZ1vPcHRgsvwgYRs2mI&ka=search-list-1yGQl9q2wIO.search.220
220,职位详情,Java开发实习,星河能源,杭州,100-200元/天,nan,大专,https://www.zhipin.com/job_detail/e90edf6f53a3ddac1n142du_EldR.html?securityId=vaCtxg_Nf28H5-j14AK_aKxmJzkoo6h5LhYTWSLsC8iVl6rNwHj1jf9xrLZzNUkJWigXM9VU4R2tt-Wk_WKdYIwaBc2tMvLpbr9wE4CJBPtA8pooRSCTcVHRN-QAl5c7je_GlkmHB2bF&ka=search-list-1yGQl9q2wIO.search.221
221,职位详情,全栈AI工程师,杭州心蜗科技有限...,杭州,18-30K·14薪,5-10年,本科,https://www.zhipin.com/job_detail/4ffea5b74403000903R_2ti_GFNZ.html?securityId=06flVdawsNchH-N1zH781WCcfeCdS8AJGIBYh6-TGUeNNN7OV7iiDsQokI-uqB225vQQ2fagaOFUaFKGPqn5NBW16XRuuDGkzddhDJdsSpIm2VJVp_4vAUCqOBjfs538YldwqsvaYw~~&ka=search-list-1yGQl9q2wIO.search.222
222,职位详情,全栈工程师（可偏前端）,朋友保科技,杭州,7-12K,1-3年,本科,https://www.zhipin.com/job_detail/dc6f18b045fd789e1nF609m6F1dV.html?securityId=QGzPyucsZlCmc-m1MRRPFmxYlF3hKGqBkJ4GLhkH1QvyPDTBrkQO2L0ia6YxvUboSL8pMOTxzMnaCFqr8E-tqcaPj7pAnWkGW1Q5BDbIzQGmKSISpefh8QqdIsu-cl6y3Ri3VN-qMQ~~&ka=search-list-1yGQl9q2wIO.search.223
223,职位详情,php全栈工程师（偏后端）,杭州逸钦信息技术,杭州,6-8K,1-3年,本科,https://www.zhipin.com/job_detail/3f5d62aedbdb0d8403Z93dW5F1NU.html?securityId=PLFjxH6wiQwow-J1dc1N7IOgm97oPaJBs8cDw_IsbJQR0ebs2rWUrVnNPIOHLAi43G802KXeJ2reEVpPvfsquzjebE-FnUoTjEy_QAkG5uHTG51V_TNoYbNJhswDz7c1IEfRncqQ5kaHkw~~&ka=search-list-1yGQl9q2wIO.search.224
224,职位详情,全栈工程师,谷点科技,杭州,10-14K,3-5年,大专,https://www.zhipin.com/job_detail/13efab7f301c2d7003F939i-FVVU.html?securityId=wz-RPq_rBLC9k-R1vTfbqelNCQGPp_c6iBIcKRQjacFH3jZ44tEvg2DQInAvqq1lZRGdn0Gi1BKEw5BCcngAZgVSmu8o9XLVOirdPipIWPaY2Iuzv8azK83IkZtfhHg-wNSkV3jfYO0~&ka=search-list-1yGQl9q2wIO.search.225
225,职位详情,高级全栈工程师,杭州赛协科技,杭州,12-20K,1-3年,学历不限,https://www.zhipin.com/job_detail/37540e9495e11fa403J529i9EVFS.html?securityId=IEqlz1a9Qyom4-k1YixbT3_B8cbgLoN7Qe0rKR4dHZdsHm3h7yjwL-u7l7sxaGk-cbdDo1snBf7EWdnN0GIVxLulKulBjSGKz9NqDRrXpDny6TSaFF7-jtMgwP0F9LtdZVk6jfWxlGsI&ka=search-list-1yGQl9q2wIO.search.226
226,职位详情,全栈工程师,关渡网络,杭州,12-20K,1-3年,大专,https://www.zhipin.com/job_detail/c012477ec79f94181HN-2Nu8FFBQ.html?securityId=KlwFhoyQve5Qt-G1-3VmrC_gHFa40DKDBruZUfWBwDBmRdGC98CIM2KP_goUWJreEe4p7vS8lZEBO0zsjsrzoOVXqKmDuJMPSN5yMRAgDyO9lRV2XsOdgXcLkJ7XYTtFHSOM-ho~&ka=search-list-1yGQl9q2wIO.search.227
227,职位详情,java 全栈开发工程师,星耀互联网,杭州,15-25K,3-5年,本科,https://www.zhipin.com/job_detail/0c79b3cb170cec3d03F939y6EFVY.html?securityId=WDr5zS2qbHkY2--11_BdnSWj31ldf2VJ2gZeIAiNQUCu_DBYAN2OqVwXkUXOFfwFgIRUx_2FgnXXMp21wj9nLK5hoyEuIWyO13CNE8qNM8AmMfNyS-AWD8-LOIU8xlqWVVrSeMjePVu6&ka=search-list-1yGQl9q2wIO.search.228
228,职位详情,全栈开发,浙江鹤立,杭州,8-13K·13薪,3-5年,本科,https://www.zhipin.com/job_detail/ac327f66c13ffe8d1nZy29q7E1pQ.html?securityId=N5PSpNPpx9hHZ-k1YGq3N7x3A7OPliFLYLUq05OwoRINx3uuWPhyorhiFRsW_8gFb0ppnkr8LmlYH2hHKYTecoJcXCZC3xxxW0ccwhGSnh8QUxQJM6tfe1LUo7AqiZCp6ChTFb_D949muQ~~&ka=search-list-1yGQl9q2wIO.search.229
229,职位详情,web端全栈工程师,名匠北京分公司,杭州,15-30K,5-10年,本科,https://www.zhipin.com/job_detail/beef29896c17265603J42di7ElNU.html?securityId=sBUBroE9ytdT5-E1TKzJaadDM97Pw6GwNR-PlmMAwRve699B_mAUuots4LtzEQJNw-w9C3nJRycsTWa8upBGjpW80U3j_j9Cl0NOdlCadtHh64t_mimhtoKZqCcdoms_F5FqLGbSbiG4&ka=search-list-1yGQl9q2wIO.search.230
230,职位详情,全栈工程师,渔遥科技,杭州,10-15K,3-5年,本科,https://www.zhipin.com/job_detail/bf93462b9cb9d24603J72t21ElJS.html?securityId=kwPqDG5KzKwtK-B15G5DFU3GOACzA8D8CFoghTqtunhb4sJUNKKBSA2a1PcCRoqyrywB-OpyuifNJm9KH5kmLs2tRoR5eTrDiCbZb0RQu5st4ciUr4EeiRkIAsaWn_6bSj-9Fp8E5Bl8&ka=search-list-1yGQl9q2wIO.search.231
231,职位详情,高级全栈工程师,杭州深算授渔科技,杭州,25-35K,5-10年,本科,https://www.zhipin.com/job_detail/cba14c1092fc90e103B_3Nu-FlpX.html?securityId=Ypju8NSRXjkWo-d1bqJlwPbKM5EUZyqWNKE2R2dhiQ7LufhqFtl5bAkGO8ktwrLmMEa14x6ZML8_Ibshi_McZ6QJxVC_4dXMpyFAZ088b85MYw7sHHA_zuzf6mRb_HjRGf_lnNQYNA7AR92AGqbCIVXiu8TkzReHPrhklciZtTzcTPE~&ka=search-list-1yGQl9q2wIO.search.232
232,职位详情,全栈工程师,杭州通易智慧科技,杭州,8-13K,经验不限,本科,https://www.zhipin.com/job_detail/20e53a668d67056503V82tW0FlJU.html?securityId=oNgmYAoK9h4Bp-910EWuSID9hsKmynqCNtpNeX55qEpb0pko1a4rhDVw-DJFXaxuFk6nXGE7yNi0ZPtPCnv_1HOfHQkEsTotZetbt5H4DyJGKRcag9kOorjxab3OC6nOszMoC-o3I5xx&ka=search-list-1yGQl9q2wIO.search.233
233,职位详情,全栈,某互联网公司,杭州,15-25K,1-3年,本科,https://www.zhipin.com/job_detail/69b0842423a2522a03Fz09y1EFVV.html?securityId=BIJ3-l3c1tZmN-11KRkSZ2ToUg5wTLeRbHhpCBRjrxAwQ58Igs2OIarkauCoPB3ioNLhpDAwZmhqsFan35o2XEWdunWbZOCeeCXzC28ftj5aDky5l75DmKuMBXNscCMQC4-4ZkC5pFPi&ka=search-list-1yGQl9q2wIO.search.234
234,职位详情,全栈开发工程师,杭州瞰影科技有限公司,杭州,15-18K,3-5年,本科,https://www.zhipin.com/job_detail/26452ed6f1c6198003V42ty0GFRS.html?securityId=pttrad2waEVI0-914EISkkyLXJct_bnEtbApK6usq0VoOEZRPvYdIDhzd-iUoyiYQTbF2YUJdVVTBqkMeSQhrjtgKBCUSBQ4g49vZ0TmHmCqmO2EHexqXtikgD4PgOvxbJJ6CxyR11qkwg~~&ka=search-list-1yGQl9q2wIO.search.235
235,职位详情,全栈WEB开发,海南广播电影电视公司,杭州,12-20K·13薪,3-5年,学历不限,https://www.zhipin.com/job_detail/7aca4d3cb09410e00XR909q8E1c~.html?securityId=pCjQsl4Atd9MB-e12udKSC0Ps5IH79XNQR9l-w5XvMqHw3oC3JQBVtQtOSGCkdgdIlXEwU9KSfYFkH67QU2dlWOUuhoTsAUlty192A-VG5-mx8LWBPSgUbfd40JPDu3ZsTwtriCKqA~~&ka=search-list-1yGQl9q2wIO.search.236
236,职位详情,全栈工程师,浙江国通电气科技...,杭州,10-12K,1-3年,大专,https://www.zhipin.com/job_detail/ebb7bf0b2b35f8eb1H1639-_FFBY.html?securityId=2aPLMgGcsYpih--1MoEFWudYuOWcTJ2_V__8YslmrC1bHIa0TrNgf57wn5eEehTq-aGYYeCneGsNws4kmMYh8QQ7qArkxzpjL5xOQuodGCAkDcJTsqVxjAFNPzz_gvVsbVX1BLGcGg0UIw~~&ka=search-list-1yGQl9q2wIO.search.237
237,职位详情,Python全栈工程师,杭州蜜鹞媒体有限公司,杭州,7-12K,3-5年,本科,https://www.zhipin.com/job_detail/b178e6368ae3f1e703Z_3du_FlVS.html?securityId=9tFqi1xdz0uwR-W1MUlOjPumZvkYhp7e3BfmNJwK6xu97s8ftwvleEKTYKIyf-447K5aQCg2JBGeqnkKWkoRWHBHAC35N1oK259FmGZXjiATFPJTjnQwjpLBSoCSSiOrPTSyYoLF-eIv&ka=search-list-1yGQl9q2wIO.search.238
238,职位详情,全栈软件工程师,武汉创瓴智能科技,杭州,15-20K,3-5年,本科,https://www.zhipin.com/job_detail/1680a36392461c2503d90tW1E1ZU.html?securityId=b02Uq1bX3SDBI-21MvQuQIDb02ioDi_DANAMZySmbCsHme_QGGA-WpMmnZNPi4QBBllH5zOQgjS5k-W7BhAqfTEqiTelYaAy6A5QYWsvMajPRuG_Op93Vh3vr4-tzH7tYGxR11_AXRV1_w~~&ka=search-list-1yGQl9q2wIO.search.239
239,职位详情,java全栈工程师,瑞得友,杭州,8-13K,经验不限,大专,https://www.zhipin.com/job_detail/eec6427b6598fafc1Hd62Nq7F1BX.html?securityId=vjRZTFzDRLb8H-f1wnt4VCmMHIlH3QtzxhXV3ABfzwZWzGApUGQC1i-yFB30ZI4yuCMKztVJ_qjDEasegsbDmUo9yllig59o7YJBzHPsPUpxw9gR0ySK916-TQFq0YTJJSws96zdO4Ij&ka=search-list-1yGQl9q2wIO.search.240
240,职位详情,AI 全栈工程师,源舟坊,杭州,200-250元/天,nan,硕士,https://www.zhipin.com/job_detail/c0a940984551cc2a03Fz2dW6E1VX.html?securityId=pRXeiNruje_FK-e19gF_nRcywidP_mCub_f0UeVNHjMD3DJRDEfOiOupU9wRxshscoVQSHMlCb9nuhz_1by43q9wrZSuHFe3Npmt9aWdsY-txSAkWOWhcSq_07pb9QUVxvaElbMVqzvD&ka=search-list-1yGQl9q2wIO.search.241
241,职位详情,全栈开发工程师（PHP/Python方向）base义乌,杭州卓雅互联网,杭州,15-20K,5-10年,本科,https://www.zhipin.com/job_detail/57983e44f2c6644303B42Nm4FVBX.html?securityId=UxnglEVdyPThv-v1_pAcBkw7MENi8f948DiDGO2X8SKTdzeZpekbNwaN-XC5T5F9SXIjv-NYHfOWOvyZEPLTZOXnZ4gCoLuzDKGiKEqUcV_-L8D3Ir_HObaD8UKkGrltLMp1ZFe2C8GE&ka=search-list-1yGQl9q2wIO.search.242
242,职位详情,全栈开发工程师,杭州海智拓信息科技,杭州,12-13K,3-5年,本科,https://www.zhipin.com/job_detail/fb622fc628c0e98503F739S9E1ZT.html?securityId=71Nxru8FOGPqr-S1qk5ygasg7_svClGgJl8usS7PwbM8qICqwH60eg2TFdOMZXTJPzmMfQVYcWgWnwvKzSfBa2MfdS8ceg7n11JVz2bw38iykphgarfByvY4ntxhAO9Naf-BxgqhxTO9&ka=search-list-1yGQl9q2wIO.search.243
243,职位详情,全栈工程师,亦笔数字,杭州,8-13K,3-5年,本科,https://www.zhipin.com/job_detail/da10a3c186ce758003V43d2_FlBY.html?securityId=3sWP4Cwz9dqxR-x1OZZRUmXH0UdCux64Z34-qIDr8kcyEUkt01ygKaG1LWv6Ky0a7IAQho6O0Q6A_PNfJf-OsWWgSDWfpR0rD91cLzK7Y6RMb35mFGtVfQoqUQ7PJjPkBVjf59EPz2Nnyg~~&ka=search-list-1yGQl9q2wIO.search.244
244,职位详情,全栈开发工程师,某大型计算机软件公司,杭州,50-80K,经验不限,本科,https://www.zhipin.com/job_detail/9a266028251f010803B_2Nq4GVdW.html?securityId=cAWjY5ONmVSw_-71B6L1CWXn3UKSf88dmV64iYlKrkAzbXc1XeRFwV9BrDdm0M3HMmDV1rmewSGoc_g_1ocI9UYDV4EeySUka4cxKtQFzh3JmjhKqpm78xmbVBLm2jZcLwjx03S-zWMbzw~~&ka=search-list-1yGQl9q2wIO.search.245
245,职位详情,高级全栈工程师（自由职业）,酷站(杭州)科技...,杭州,10000-25000元/月,5-10年,本科,https://www.zhipin.com/job_detail/7e291dd3cad2c40c03B80ty8EldT.html?securityId=f9kFnd_hOZjkk-L1S0yQaohXyzm0wr6zvZCDStyGO5PRs8XWfBG5pnFVph9QyN_z_FP1e94FCNHhWOKXNRjjxVgi2J4ZfsduKW4UUIs_RRMZEcilMIWpx2tPmwEwAmEbnHs7c_b85RHr&ka=search-list-1yGQl9q2wIO.search.246
246,职位详情,app全栈工程师,杭州摩的科技,杭州,12-17K,5-10年,大专,https://www.zhipin.com/job_detail/f3a8312997160ff21Hx939q8EVBS.html?securityId=ljpNXwmLfmI4j-01fq_IUtonQYzuf0g5Ggd2B3qFNOCEfdhYfHSV4QUyp7FWeTgo5qsJiMbqxh-LrW1szd-OjUliPURYZa221nofdV0UEfsuzE9NkXbxIefqyVnOlGCZvLDF1nT9z4A~&ka=search-list-1yGQl9q2wIO.search.247
247,职位详情,java全栈开发工程师（ERP方向）,捷珂,杭州,20-30K,5-10年,本科,https://www.zhipin.com/job_detail/807e0c49bda0e2d603B53tm-FlFT.html?securityId=hNeHBc2l0CEKS-61MXem5VQe4IYehxUWLJa18xl5YoBmrCogCuv7At118yBSvIoIVa8XNZ5wdaOOZpMxGsq5dMH6K_SAg3WajsmdeYf-9BqUSKjk-krO8aK0XOjzD3Dbh116IXdHx3RN&ka=search-list-1yGQl9q2wIO.search.248
248,职位详情,python全栈开发工程师,衡泰技术,杭州,17-20K·13薪,3-5年,本科,https://www.zhipin.com/job_detail/2c3e6e4a4277bbae03d409i1E1ZY.html?securityId=Fi2S6iT8ASttH-Y13cIw3AgLAxYB7EfZh4cS7mnVLSv6AEWZfu6Xe_UJyjhwqQoR2cSyMpNh6Eu1zAPkcFlpFP2vewsHaxyV5Nz9typJoQ6Q3V4Qi-ockMs1nC9PzuiCD24O5BP36Pci&ka=search-list-1yGQl9q2wIO.search.249
249,职位详情,WEB全栈工程师,幂链,杭州,10-13K,1-3年,大专,https://www.zhipin.com/job_detail/9ab074a002d524e403dz3tW_EVtW.html?securityId=Qzg58CeKcc3qm-Q1P_IN8Hw3byWbe9JvhINIPNpXe-xwu27Ur6hB5EjjH-x3f1dQXM5iaF-AGqhh1JflVdrfrM0pHHuL7z4DE6yRrURBAZWNNAofsE_uZeONDmm_UZ9b1skAy8NIY7Y~&ka=search-list-1yGQl9q2wIO.search.250
250,职位详情,全栈工程师,多象科技,杭州,13-17K,3-5年,本科,https://www.zhipin.com/job_detail/a68ddae5487979581nJ73di_EFRR.html?securityId=RzZyqPHi8QGuw-31S91HJHZGLvT7I5tnaVe_-HWFkiUYE7M16g8mqDrIKaL2UKJppqgTCmzCVGpKWP7zz4CME3mi6BAO_8JeUvgnfk54lTLc6WWvCpCmewadQxVA3_m2Ko0juRZncn0ekQ~~&ka=search-list-1yGQl9q2wIO.search.251
251,职位详情,全栈工程师,杭州毅莱,杭州,15-20K,3-5年,本科,https://www.zhipin.com/job_detail/649bce055a0590a003Z-2NW4FFdT.html?securityId=WdM1mKR9Nutuw-K1UDMs6uNFys5G4dje0IJdOtyCDVmevxWcBITS_JLAgPWsVwHT4ZT-f5jd0r1ffPlKIrfde7TqITyjH5pSehOkpx8m-V3I4CbKd6uajzau5huY9Xs60SUoUH7E79G-&ka=search-list-1yGQl9q2wIO.search.252
252,职位详情,全栈工程师（杭州）,凯撒黑卡,杭州,15-25K,3-5年,本科,https://www.zhipin.com/job_detail/161d7539ce8cf05a1Xdz29W0E1E~.html?securityId=3abXE8qBgCLS3-J19vxLwamS3_ZeocZnGV9CfNi6P3UfXNI3nnoc69K_7Ovvmssu5_NeUlOww101LGfhp41zHh5dC19uOobbycUjLKQx1Il-b12CGOZVMzq90kJGTsMFQ-4Dd_AHzQ~~&ka=search-list-1yGQl9q2wIO.search.253
253,职位详情,Python全栈开发工程师（视频AI应用方向）,轻象科技,杭州,16-28K,3-5年,本科,https://www.zhipin.com/job_detail/fdfbb67a580a1db503B_2tS1EltQ.html?securityId=sXwuUWXhDAw7--P1z1O6AX1oVAsGhFvixTcFdL5KcYTDiQV3aJaAxDmJhafJJgGguJFCZHmsrJG9z3MtvaEJj8vWHHzdW-vCV4081O9Mss3ajXKaQnvmzm-sz9xgvx-KwwHfgB0A7EUj&ka=search-list-1yGQl9q2wIO.search.254
254,职位详情,全栈开发（偏前端、TOG）,万维空间,杭州,13-18K·13薪,1-3年,本科,https://www.zhipin.com/job_detail/a1df13c6f507178703F62tm6E1tU.html?securityId=hYtDvabGEkSwO-x1w_nHpNXA_QmZQoAE5n0pWoHB5ErcrsvR7EEv4ceS6VaKoUvNuhm6fxfQKn2OHRqbmj0Au7ieGaFHWFMBX69MSXL7krCauZSpSzzHXxcQ5uPrbad21yHjaapRZps~&ka=search-list-1yGQl9q2wIO.search.255
255,职位详情,资深全栈工程师,亨塔,杭州,12-22K,3-5年,本科,https://www.zhipin.com/job_detail/6133baed780782531HV93dy6EFRS.html?securityId=IAdPQO5ECQJ8Z-11MM_06hY2ZNwFUky_Ekxbp1mBQiZqoaGubsTToJmPRswAe2Pe5rAKbMGHcO--uEZzGYhwh_rqjpbStwv_NShWxNGdoxeOcfllLQoEw0pNaU9Q3gNcENYGa480C9PqhQ~~&ka=search-list-1yGQl9q2wIO.search.256
256,职位详情,全栈AI应用开发工程师,天剧科技(上海),杭州,20-30K,3-5年,本科,https://www.zhipin.com/job_detail/c936a17cc21140b603B50tW0F1ZS.html?securityId=Eg7YMHxsBln4s-Z11DJtjvWjTH9fpTDN8jqS3IrK59DhkKILAW-HtD_5O-Il2I5Btl1blteDXP_VcKo_7LyLGu8X44D3nxlIoCiPS6JE-NOcd6zwvNYQhcSRKzfFMkYI7jkeu4SvuowU&ka=search-list-1yGQl9q2wIO.search.257
257,职位详情,Web开发全栈工程师-python方向,审智咨询,杭州,15-20K·14薪,1-3年,本科,https://www.zhipin.com/job_detail/0256c6b8e152c6bd1nV909-7EFJU.html?securityId=maKKPqbP4j1UW-51PRH-Gcq7mSULrunnQG39aRNY_t3N7TydUc69erNTuMnLPEqXWxtZeSaOg_S4sSgcszJUfSvcILfWv_odGv-GTnfyXEZ5wch5VZqNkTRzRBGBzbJkCNTEdJjRpX0~&ka=search-list-1yGQl9q2wIO.search.258
258,职位详情,全栈开发工程师AI,杭州凌渡,杭州,7-12K·13薪,1-3年,本科,https://www.zhipin.com/job_detail/e0f7139d82397c4303Z-3du1FlpV.html?securityId=AgLTZvEJGknnw-i1PYu-ZDcTDE52Q66eUe7jO-4FFqAr8eAQseQS9qWdgk8u1F0RS5mXhfrlI-EJi9GpREb78CKK0MtrZ0C8Gk6ySt7nor0oN75LiySGOwim7lRnwgJdxA0etwdBHCk~&ka=search-list-1yGQl9q2wIO.search.259
259,职位详情,全栈工程师,丰丰兔,杭州,12-20K,3-5年,本科,https://www.zhipin.com/job_detail/0bec6fd3315a65661HB_2tS1E1dW.html?securityId=kapGqdIVcxRK5-E15jX-gBCYpI9i0QK0JVerH989SkEZSe24GckjNguu2mSLC8OHycEpKUcK3OTnpQvG79u4LaCEFl-SqE9gXb0feeC4yFA7-TS-vUrWSXcsX7oe-9SvG5R__dOqRZ68&ka=search-list-1yGQl9q2wIO.search.260
260,职位详情,全栈web开发工程师,杰士达科技,杭州,18-28K,1-3年,本科,https://www.zhipin.com/job_detail/f0e700e9fa94ade61XV93ty6FlFT.html?securityId=rzYT25w9HLRzr-x1Dc5rTEdhYT0wil6FcS2trNH9cTtWqRijZkSoeKSDM9y0lh8gRQjua7Xj5GWrjF2m3X6BlLtKGu8ewr6unpF0wDMp0iZnhUyGi9IaqQbb-NXbQBmrOmEOUQ1Reg-quw~~&ka=search-list-1yGQl9q2wIO.search.261
261,职位详情,全栈工程师,杭州融新智能科技,杭州,6-11K·13薪,3-5年,大专,https://www.zhipin.com/job_detail/1e4279fe051909451HB83NW1ElVU.html?securityId=tlsDTdaDgYIe_-L1jVeeM9Dl-papNnTvMV-xKoAfHw8NR1BtwvsalqeT1j_tZz6z6RHYD53Gi6g4EwwjJlriVaJIx6Q4eK7fnbOjbstcLt6FVn6RhyjTbCzYkL5ognbtH-swVnDeIwXScA~~&ka=search-list-1yGQl9q2wIO.search.262
262,职位详情,高级全栈工程师,延边空谷之音文化传媒,杭州,30-40K,经验不限,学历不限,https://www.zhipin.com/job_detail/b9668ac1f46da27203V73ti5FlFQ.html?securityId=W604VD4xVvqV4-91wWxIpbo6wVgSJ_P71RAJngKMQv5LQ6lOGEEOPUbGqKxR4XgHjQdB9GHeFuqoLm4bukKU7EiInEWVzhm6Zko5Mznx1z5KcA7KOR5PjqG5etelXDI7deiaN30fA54Ldw~~&ka=search-list-1yGQl9q2wIO.search.263
263,职位详情,高级全栈工程师,尺子,杭州,14-28K,3-5年,本科,https://www.zhipin.com/job_detail/bb18186c928873f31HV73Nu1GFBW.html?securityId=AMhep2wyUC95P-K1ClnqZuYsfKVa2FY6M-xjnqiLvrbPgUscwoNqY7ktTXfBzG1VfpzU_RKYhCEN-oBBt74IqBb3KOF9qchhVKTFaojY5UxP-ychM6gvdgU61SGmnU8q6v8M5fdZ8AN7&ka=search-list-1yGQl9q2wIO.search.264
264,职位详情,全栈服务端,但说科技,杭州,50-80K,经验不限,学历不限,https://www.zhipin.com/job_detail/05474d05c7d8da3403Zy3N69GVRQ.html?securityId=uupb7fQJwYqho-_17EOTXNHIDTiysRFOla9QJHlB35ZW1KxoawrMYgmOxt7EUjSiTD-4-nX9bf-CTsXu4jluHFCgTj23Ri3EVMY5vStHzBg5s3uzUU7sPuT57y43UGNPdMRsm5eBRjhYZw~~&ka=search-list-1yGQl9q2wIO.search.265
265,职位详情,php全栈开发工程师,浙江青洲计算机系统,杭州,18-23K,3-5年,本科,https://www.zhipin.com/job_detail/071be31e536352c103F53Ny-FlRT.html?securityId=TkPESfi3HU70w-b1FSD0KaGWcwohrNzu2IeTN-jctbQ4RPfsaAhCxuIrMKlApsgyfkOTS-7Ujugd2H52iEENzZLTNp2VuthdiyLK0LR8F97477F0HBAZ2taN1yA6yMhRc-uU_0Hiwqpw&ka=search-list-1yGQl9q2wIO.search.266
266,职位详情,全栈开发工程师-顶级AI公司,某大型互联网科技上市公司,杭州,35-65K·14薪,3-5年,本科,https://www.zhipin.com/job_detail/0273d0c9a946fd0f03J-2N2-F1NQ.html?securityId=tLevF9-nbAbO3-z1stcEU4Hs8bQ31m2v2fAtiIjoCvQNOGcUzd6ZarcZN9pMKtgrUR0ButawqH_PwoOLsIXuY-pwGiyK997LLFv9WtoC1pRORqmGG31MHpG3lWblhmXL9dz-4DM~&ka=search-list-1yGQl9q2wIO.search.267
267,职位详情,全栈开发工程师(LLM大模型）,讯盟科技,杭州,30-40K,5-10年,本科,https://www.zhipin.com/job_detail/f3a074b8d4071bf31HF_09S4FVJW.html?securityId=jlIbl73f55Q7y-P1RFJfmEgguNWwKWErz3oioEvOyLXWSAbSh2iPrVIagjx34q_0SB9JP3lHdrZJWymWcr2V0g7QE-Dga_X37t7tZTcfdgjS5hxgZfdzD5EL7sfjBjOJV3ePlKgEUw~~&ka=search-list-1yGQl9q2wIO.search.268
268,职位详情,全栈工程师,杭可,杭州,9-14K,1-3年,本科,https://www.zhipin.com/job_detail/b1b73508e45064071HR_0t-8GVdW.html?securityId=aD4ZaaQewjx87-e1qp97i4miVrhRnRZwfJALeQY8-7Eex0AbuJ7rARGKaIgqMS0wtuokjoNHqK9LZIHQQVswi6bYXrlTJAAquDjK-oUE9fOi7oM3zmvv-ppVc5VE4mDnbKraGEnek3Wf&ka=search-list-1yGQl9q2wIO.search.269
