索引,职位名称,公司名称,薪资,工作经验,学历要求,工作文字信息,URL
136,资深全栈开发工程师（AI工具高效开发方向）,华信设计,20-35K·13薪,3-5年,本科,"核心职责： 
1. 全栈技术架构 
 - 负责SpringBoot/Vue技术栈为核心的系统模块设计； 
 - 基于Docker/Kubernetes实现CI/CD流水线，搭建支持AI模型部署的云原生开发环境 
2. AI驱动开发实践 
 - 运用GitHub Copilot/CodeWhisperer等AI编码工具完成代码生成、缺陷修复及单元测试开发 
 - 主导大模型技术栈集成（如Prompt Engineering/RAG微调），构建智能代码审查与自动化测试系统 
3. 团队效能管理 
 - 拆解复杂项目需求，制定可量化技术方案，主导代码评审与架构规范制定 
 - 通过Jira/禅道等工具实施敏捷开发，确保项目进度与交付质量双达标 
硬性要求： 
- 5年以上全栈开发经验，主导过3个以上商用级产品全生命周期开发 
- 技术组合：精通Java/Python+Vue/React，熟悉Redis/ELK等中间件，具备SQL深度优化经验 
- AI工具链：至少2个AI辅助开发项目落地经验，熟悉LangChain/LLamaIndex等AI工程化框架 
- 管理能力：具备3人以上团队管理经验，持有PMP/Scrum认证者优先 
加分项： 
- 参与过智能代码生成、低代码平台等AI原生系统研发 
- 熟悉AutoGPT等自主智能体开发框架，有研发效能工具开发经验",https://www.zhipin.com/job_detail/f41c31219618292603Zy2tq8GFdS.html?securityId=K4Qo0dhCPJ2ei-01YHJHWp7tLQYuP4ua63ecD6gYx7RXcvVVJZxqg7D19D1UPnuTcJ9msECZd1V6nt_0yaUryV8sn8JTiYomXnKadBfIs8UJs75Bu5MwtwgHypxdE9Ju-OKNdGkMmsU~&ka=search-list-1yGQl9q2wIO.search.137
137,nodejs全栈开发,浙江星狮达科技有...,10-15K,1-3年,大专,"岗位职责：
1、对Web前后端业务系统进行开发和维护；
2、以简洁有效的代码保障开发质量、增加开发效率、优化开发环境；
岗位要求：
1、至少 1 年以上业务系统开发经验
2、良好的计算机基础和编程能力，精通 HTML/CSS/JavaScript 基础，熟悉浏览器和移动平台特性
3、熟练掌握 nodejs、nestjs/koa/egg之一、redis、mongodb、rabbitMq 等后端开发技术栈
4、熟练掌握 vue/react, ES6, npm, webpack 等主流前端技术栈
5、熟悉nestjs/mysql者优先考虑.
6、了解前端模块化开发, 前端工程化;
7、熟练掌握 git，熟悉多人开发流程;
8、熟悉自动化部署工具优先, 如jenkins,docker容器等
9、拥有前后端重构经验优先
10、有跨境电商/物流工作经验优先",https://www.zhipin.com/job_detail/254e62240360b0e01nBy29W7FldY.html?securityId=ftOyLwGUO7DTp-L154qy6N61V0U0xsLSeyZVJloS-sxu1Gl1Hc8GTM7rfvB1cQ_6TpzwZQJ6US2ba5uyk3Lq3U5UamFvA1NL8HftMheSBgioNe_rgETNwiXJ7EhXymKXHLU6VFMDvdrqhA~~&ka=search-list-1yGQl9q2wIO.search.138
138,全栈开发工程师,天眼智联,15-20K,经验不限,本科,"岗位职责
1. 负责废料交易平台全栈功能开发：
1.1 前端：交易系统、AI识别结果可视化、数据看板等开发；
1.2 后端：高并发交易API、AI服务集成、大数据处理等Spring Boot/Django开发；
1.3 数据库：MongoDB/PostgreSQL数据库设计与优化；
2.参与AI能力落地：
2.1 对接CV大模型API，开发图像上传、识别结果反馈等功能模块；
2.2 实现知识库检索接口，支持RAG增强的智能问答系统；
2.3 构建AI Agent交互界面和业务流程；
3.平台性能优化：
3.1 解决跨境交易中的多时区、多币种技术问题；
3.2 优化大数据量下的查询性能；
4.参与SaaS系统开发，如物流跟踪模块、企业客户管理后台灯；
任职要求
1. 全栈开发经验，精通React/Vue等前端框架，熟练掌握Spring Boot/Django等后端框架；
2. 有AI系统对接经验者优先；
3. 对产业互联网或B2B平台开发有经验；
4. 关注AI技术在实际业务中的应用；
5. 能适应快速迭代的开发节奏，具有强烈的责任心和团队协作精神",https://www.zhipin.com/job_detail/4130feda06e48dd303J52tu6FFZQ.html?securityId=_OFrXi1meRjtA-716lrh5Ha4WoZynbgOByainYe1-wJJ87cnE0i9mTRksPUNov47xd9rwG9z7zcFCpIbMy_QLDq8u_tH2a_Ywg1EvEt8u_vDCLS8nw3Q6Ik2nVZei-MIW09_VQ06GK82HA~~&ka=search-list-1yGQl9q2wIO.search.139
139,全栈开发工程师,上海聚益文化传媒,15-25K·13薪,1-3年,本科,"1、2-3年以上开发经验;
2、掌握前端、后端的开发技术；
3、熟悉JAVA编程，熟练使用SPringMVC/Spring/Mybatis/SpringBoot等开源框架;
4、能独立完成系统架构设计、功能模块的开发；
5、能对现有系统的设计优化、前后端功能改造；
6、编写核心业务代码及相关技术文档；
7、并对系统开发过程中的技术攻关和性能调优；
8、负责系统部署及维护，对系统暴露的Bug进行及时修复；
9、熟悉系统服务器网络架构、及系统安全管理；
任职条件:
1、统招本科以上学历
2、执行力强、工作认真负责、细致、敬业、责任心强；
3、有良好的沟通能力、能承受工作压力，能独立工作并具有团队协作精神。",https://www.zhipin.com/job_detail/220ed4871365724a03d40ti0F1BT.html?securityId=g5m48b-8Ru-gp-21oXpTJha-kSpIZRg8fwdG4GF8HsUKvVH01OfUQl6_5aPI_qntvdmXcYgJPtn50QxV-NrMeL3ALFFN5AmVUirLNXBbWJrO9XCsuwDTOmIf-um_VoWRnNOEBJ9e&ka=search-list-1yGQl9q2wIO.search.140
140,全栈开发工程师(偏后端),零跑科技,17-22K·14薪,在校/应届,硕士,"【岗位职责】
1.负责软件需求分析、设计、编码、单元测试及联调等软件开发工作;
2.负责核心代码的编写，负责编写软件相关技术文档和管理文档;
3.参与产品设计讨论，理解业务,识别需求，参与架构、系统、可行性分析设计等多领域项目的相关技术实践及研发;
4.负责应用软件的运行、维护和问题排查及解决工作;
【任职要求】
1.全日制硕士以上学历,计算机软件，电子信息工程，自动化等相关专业;
2.Java及WEB应用软件开发经验;
3.熟悉使用一种或多种Vue.js/React.js主流开源框架;
4.熟练掌握HTML/CSS/JS/AJAX等前端技术:
5.熟练使用数据库如MYSQL,对SQL优化有一定的经验，熟练使用redis等非关系型数据库;
6.熟悉常甪的linux操作系统指令，具备微服务结构和容器技术经验;
7.熟悉常见的设计模式，对代码重构，性能优化,系统安全等方面有一定的理解和认知;
8.熟悉Hadoop、Flink、Spark、ES等大数据生态相关的组件及有使用经验者优先,有数据平台开发经验者优先,汽车电池相关行业者优先;",https://www.zhipin.com/job_detail/d6911ba58a74373303Z-2dq8FVZZ.html?securityId=3A6NQzsDV6QTn-11DQjpFBDVavkyoAelo9gT7_vbvPDsFAJSebbiK_UJfDSATaySdpX6rAWbEHtWlerV0GZTFddePqjzPXZ-voTCcXa2qHLm63c2epe7FAGmLRyy8ypJPrQ06vmEfIA4Yg~~&ka=search-list-1yGQl9q2wIO.search.141
141,全栈开发工程师,中科润禾,18-28K,5-10年,本科,"岗位职责：
1.与产品经理、设计师和其他工程师合作，定义技术需求，创建软件架构，并开发软件组件。
2.挖掘软件系统以及开发流程中的问题并提出可靠的解决方案，确保软件系统的稳定性、可扩展性和安全性。
3.参与新功能和自动化开发，编写单元测试、自我测试和质量保证软件，确保工程成果持续高质量交付。
4.日常进行代码审查，始终维持高标准的代码质量，不断优化软件和工具。
5.定期参与产品和工程规格的审查，从商业和技术双重视角为团队提供洞见。
6.不断收集客户及团队反馈，定期根据反馈优化产品。
7.日常积极监控软件错误和警报，确保迅速解决关键问题。
8.创建和维护开发、故障排除和培训文档。
9.理解并朝着公司的目标、战略、哲学以及盈利目标努力。
10.日常开发中关注现有代码的审查和优化，如消除重复代码、移除无效代码，以及改进一些不符合最佳实践的代码。
13.理解代码的性能和可扩展性影响。
14.设计和实施大规模复杂系统。
15.识别技术债务并实施解决方案，提升代码质量和可维护性。
16.关注行业动态，不断研究和采纳新技术、工具和最佳实践，提升软件开发效率和有效性。
任职要求:
1.具备5年以上的全职软件开发经验，本科及以上学历，且专业为计算机科学或相关领域。
2.对软件开发的基本原理（例如数据结构，算法等）有深厚的了解。
3.具备现代web的实践经验，了解开源web框架和常用基础设施（包括但不限于 NodeJS / GraphQL / PostgreSQL / Redis / Kubernetes）。
4.具备Android项目开发经验，知晓Native Mobile App的开发流程和相关技术（包括但不限于Kotlin / Swift)。
5.对云端基础设施有比较熟悉的了解和使用经验（包括但不限于 AWS、Azure、阿里云 等）
6.能理解并运用JavaScript的最佳实践，认识并能使用常用的设计模式，编写符合习惯的JavaScript代码。（擅长其他语言的希望能够具有快速学习的能力）
7.能够独立完成前后端的项目任务（前端技术包含安卓、vue等，后端包含Java等）
8.面对疑难杂症，你能够建立清晰的排查方案，找到切入点。
9.热衷于编写有意义的测试，维持全面的测试覆盖。
10.有设计、分析、调试分布式系统或大型web应用的经验。
11.精通Java语言，熟悉多线程、并发编程。‌‌‌‌
12.掌握Spring Boot/Spring Cloud等主流框架，了解其架构原理。‌‌
13.熟练使用MySQL、Redis等数据库及缓存技术，具备SQL优化和数据库设计能力
14.熟练使用Git、Maven等工具，熟悉Linux操作系统命令。‌‌
15.熟悉常用设计模式（如单例模式、工厂模式），具备良好的编码习惯和文档编写能力。‌‌‌‌",https://www.zhipin.com/job_detail/c9d6fdfabc3b88e003F72dy7ElFR.html?securityId=Iv0t-Eo0Np6Ya-E1LKjEpJEqJ6Z1nG8dWjBJgMuMJKwN2RgIIsnxcgyKA2UBibUrGJkFNWPJcYjkqlZ9JDyNO2LFHgRFrkqdZ5Ag8NJ4fT9bkMmPMCnbCcUgOst_AjzBsc67mz76CXE~&ka=search-list-1yGQl9q2wIO.search.142
142,加拿大全栈软件开发node.js,杭州毅尔易体育文...,18-35K,3-5年,本科,"远程工作，不是杭州. 北美startup招聘，https://www.superpanel.io/sales-engineers 高级软件工程师，本科学历以上，工科背景，4年以上工作经验. 前端工程师react, node.js, next.js 经验. 需要有应对复杂业务逻辑的能力和经验。最好有一定的英文沟通能力. 工作时间保证与北美时区4小时的重合.",https://www.zhipin.com/job_detail/76cd062946e9d3fd1HF90t--GVNU.html?securityId=ghrX5bwVPBOuR-s10FeLiWJ4GD6qzxvHdMluyNrkj7jrC3XOk3XPL6FFCfIoGNYFEACuX3PW1jElY5WSt_u2zo7_PmnL_CXMauiM1IJSZz9KQcczCJXjTdJeTGJx_KAbsbjkODjswLiH2Q~~&ka=search-list-1yGQl9q2wIO.search.143
143,全栈开发工程师,公共安全技术研究院,15-20K,3-5年,本科,"岗位职责：
1、参与公司营业项目的开发和维护；
2、参与项目需求分析，参与软件概要设计，负责软件详细设计；
3、按照公司规范编制高质量代码；
4、按照公司规范对代码进行测试，保证交付代码质量；
5、按照相应的语言规范，结合软件架构及接口执行编码实现，执行单元测试；输出相应技术文档；
岗位要求：
1、有全栈经验，熟悉Spring boot/Spring cloud/Mybaits等J2EE框架技术，熟悉js,css3,html5,至少熟悉一种前端开发框架（vue/react/angular)；
2、熟练使用关系型数据库（如MySQL、Oracle、PostgreSQL等）和非关系型数据库（如MongoDB、Hbase、Redis等）；
3、熟悉设计模式，系统分析设计，有系统架构经验；
4、3年以上程序开发经验，对微服务架构设计有深刻的理解，并有独立承担项目实战经验；
5、良好的团队精神，沟通，协作能力，具有资源调配和任务分解经验优先；
6、熟悉linux操作系统，熟悉shell编程，可进行linux内核参数配置优化；
7、有国产化数据库中间件适配经验优先；
8、工作积极 善于学习 能适应项目短期出差及外派；",https://www.zhipin.com/job_detail/61f607ee9e1f0e5a03J70t69E1tY.html?securityId=slAZJJzuAZ_4S-V1AAV5pFIKWCqM92Ly-ezoViwY5SvEiViJ_5Rd6fq8rMQb-hEnrfq_tfZlsnXme8Ym_au-QvgOvmL7Z2mw8cjrF4pT0gESFYQ4L-YFY7BTU728cduxKzoqBBSJsg~~&ka=search-list-1yGQl9q2wIO.search.144
144,全栈工程师（余杭区良渚）,新翔科技,11-16K,1-3年,大专,"该岗位办公地点为：杭州公安局监所管理支队 余杭区仁和镇云溪路36号
岗位职责：
1.根据产品需求进行需求分析和软件功能设计；
2.以敏捷迭代的方式对软件进行编码实现，保证质量，性能和安全性；
3.编写测试用例；
4.对现有功能进行维护和更新，修复现有软件缺陷；
5.编写产品相关的轻文档；
任职条件：
1.计算机专业毕业优先，专科及以上学历，2年及以上工作经验； 
2.熟悉常用web开发框架（css,jquery,VUe,js,layui,Spring ）；
3.熟悉Oracle、SQL Server、MySQL；
4.熟悉redis,rabbit mq,fdfs中间件,熟悉对应国产化中间件更佳；
5.了解Jetty、Tomca、nginxt等应用服务器设置和部署；
6.熟悉linux操作系统；
7.具有良好的沟通理解能力，喜欢技术方面的工作；
8.具有较强的责任心，工作热情、积极主动。",https://www.zhipin.com/job_detail/e6f17378700b463a03J53Ni6FVJR.html?securityId=FVa7sfIE1ywP5-L1b9QM_jqgWOiMu4fBOEJEpwn7t5YFnLgwHq_uifEdHUiGU9FpbSxiQq3HRMnlcbUMzBnAkx7Rx0LiTmv2PHdnqXlZLxuh7ZwBmrSBYrGOSJ8lvzNCRyvXmXgbWQ~~&ka=search-list-1yGQl9q2wIO.search.145
145,全栈开发工程师,某大型人工智能公司,60-90K·16薪,经验不限,硕士,"工作描述
1.我们相信技术是互通的，对系统设计美感的追求最终也能收束统一。设计开发高吞吐的弹性可伸缩的深度学习大模型应用；持续迭代公司分布式高性能智算平台界面，优化产品用户体验；构建分布式高性能计算、虚拟化、网络、等基础设施；等等工作，在性能、可靠性、易用性、可维护性上更高的追求是一致的，在设计理念上也殊途同归。
2.我们鼓励自下而上推动进步的模式，希望你是某个领域的专家，能以独特经验和独到观点，从不同维度优化系统，具有开阔的架构视野，能够灵活地选择合适的技术来构建系统。也希望你能认同我们开放共进的企业文化，积极创新，乐于挑战，相信你也不畏挑战，无惧改变，与研究人员一同探索策略研究和实现的最佳方案。
基本要求
1.具备扎实的编程能力、优秀的设计能力和代码品味，具有强烈的责任心
优先条件
1.对主流的开源软件有深入的了解，并且对此有做出贡献
2.具有自我驱动和自我管理能力，能够针对系统的不足提出改进方案并推动实现",https://www.zhipin.com/job_detail/d43604aca737cfa103d50tS6EldV.html?securityId=uF9jmu0B9maws-61LoVmWDLy1MnWJSAcQc26yR1vhvld3i8iOW6eWJ6-TZMkpfev0Aqc4uBz8qxRHLlQMsG7oD37gCamWNsKADeIy5NYzL8zAIcpFX4DPHc7LdJgHvAuGxKeoM79jAZj&ka=search-list-1yGQl9q2wIO.search.146
146,高级java全栈工程师,享视界科技,200-300元/天,5-10年,本科,"工作周期：3个月
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-07-01
个人开发时间较充足，负责任，按项目结算费用，可以长期合作。
工作职责
1.参与需求方案讨论分析，设计文档编写等;
2.对软件需求进行分析，软件设计，编码，测试;
3.负责现有软件系统的二次开发，系统优化，系统升级等工作;
4.负责公司各类业务新系统的设计，开发等工作。
工作要求
1.计算机或相关专业毕业，本科及以上学历，至少有4年以上工作经验；
2.熟悉JAVA的技术栈,Springboot,redis,MySql,微服务框架等;
3.熟悉软件设计原则及设计模式，代码规范性强:
4.掌握相关前端的技术栈，例如vue，react等，有相关前端的项目开发经验:
5.解决问题能力强，学习能力强，有较强的沟通、理解、逻辑分析能力;
6.有较强的团队合作精神，责任心强靠谱。",https://www.zhipin.com/job_detail/163e541c5c838c6803R40tS7FFJW.html?securityId=UM2FAhwfDWrro-u1hpBCCTEl3HzgMjIxNA0jFXuYcYf-zs6yeFZZdIGTFRvgnYSQzajtaVRg1RfPG4BF0zANLAQOzsZ48OANHofGwg-eKtrH1wBXL0gufLsI7I76fyoasq1y62MkTHo7&ka=search-list-1yGQl9q2wIO.search.147
